employee_number,first_name,last_name,email,title,access_level
EMP024335,Livvyy,Spavins,livvyy.spavins@consultants.com,Account Manager,Account Admin
EMP024349,Roxy,Ludford,roxy.ludford@consultants.com,Sales Assistant,Contract Entry
EMP024369,Betteanne,Arpe,betteanne.arpe@consultants.com,Sales Assistant,Contract Entry
EMP024370,Moe,Ossipenko,moe.ossipenko@consultants.com,Sales Assistant,Contract Entry
EMP024403,D'arcy,Meader,d'arcy.meader@consultants.com,Sales Assistant,Contract Entry
EMP024410,Shena,Mapowder,shena.mapowder@consultants.com,Account Manager,Account Admin
EMP024419,Anette,Semrad,anette.semrad@consultants.com,Sales Assistant,Contract Entry
EMP024437,Tobin,Randlesome,tobin.randlesome@consultants.com,Sales Assistant,Contract Entry
EMP024501,Fedora,Belle,fedora.belle@consultants.com,Sales Assistant,Contract Entry
EMP024516,Jaquelin,Terney,jaquelin.terney@consultants.com,Sales Assistant,Contract Entry
EMP024546,Sandro,Keelinge,sandro.keelinge@consultants.com,Account Manager,Account Admin
EMP024551,Ravi,Dighton,ravi.dighton@consultants.com,Account Manager,Account Admin
EMP024588,Roda,Chalmers,roda.chalmers@consultants.com,Account Manager,Account Admin
EMP024596,Munroe,Shovel,munroe.shovel@consultants.com,Director of Sales,Approval - Manager
EMP024597,Jasper,Petri,jasper.petri@consultants.com,Account Manager,Account Admin
EMP024607,Felicity,Stockbridge,felicity.stockbridge@consultants.com,Sales Assistant,Contract Entry
EMP024613,Barbaraanne,Betteney,barbaraanne.betteney@consultants.com,Account Manager,Account Admin
EMP024621,Vinnie,Patise,vinnie.patise@consultants.com,Account Manager,Account Admin
EMP024624,Shelley,Gallyon,shelley.gallyon@consultants.com,Account Manager,Account Admin
EMP024643,Jamil,Price,jamil.price@consultants.com,Account Manager,Account Admin
EMP024677,Anastasia,Caudell,anastasia.caudell@consultants.com,Account Manager,Account Admin
EMP024686,Yorke,Tremathick,yorke.tremathick@consultants.com,Account Manager,Account Admin
EMP024699,Dosi,Brunetti,dosi.brunetti@consultants.com,Sales Assistant,Contract Entry
EMP024739,Winny,Santarelli,winny.santarelli@consultants.com,Sales Assistant,Contract Entry
EMP024740,Ebenezer,Worsnap,ebenezer.worsnap@consultants.com,Director of Sales,Approval - Manager
EMP024823,Toni,Wrates,toni.wrates@consultants.com,Sales Assistant,Contract Entry
EMP024862,Ronna,Meltetal,ronna.meltetal@consultants.com,Sales Assistant,Contract Entry
EMP024864,Kristina,Yakov,kristina.yakov@consultants.com,Sales Assistant,Contract Entry
EMP024885,Margarita,Habbergham,margarita.habbergham@consultants.com,Account Manager,Account Admin
EMP024890,Prescott,Southward,prescott.southward@consultants.com,Sales Assistant,Contract Entry
EMP024896,Raine,Learned,raine.learned@consultants.com,Account Manager,Account Admin
EMP024931,Frederique,Fant,frederique.fant@consultants.com,Account Manager,Account Admin
